Order Number,Product Name,Order Type,Product Cost,Cash on Delivery,Product Unavailable Flag,Multi Mode TraNosport Flag,Speed Delivery Flag,Remote Location,Multi Hop Delivery,Product Size
3945905,Product C,Additional,1935.56,Y,Y,Y,N,N,Y,Medium
2301878,Product B,Additional,747.84,N,Y,Y,N,N,Y,Large
2664856,Product C,Additional,741.81,Y,N,Y,N,N,N,Large
2119694,Product B,New,1729.14,N,Y,Y,N,N,Y,Medium
1603320,Product C,Additional,895,Y,Y,Y,N,Y,Y,Large
1078355,Product A,Additional,1260.49,Y,Y,Y,N,N,Y,Large
3055258,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2510974,Product B,Additional,594.43,N,Y,Y,Y,N,Y,Large
2190881,Product C,New,2466.47,Y,Y,Y,N,N,Y,Medium
2254215,Product C,New,1989,Y,Y,Y,N,N,Y,Large
2463327,Product A,New,823.51,N,Y,Y,N,N,Y,Large
2172345,Product B,New,935.47,N,Y,Y,N,N,Y,Large
3235307,Product B,Additional,53.43,N,N,Y,N,N,N,Large
2856442,Product A,New,600,Y,N,Y,N,N,N,Medium
2335850,Product A,New,1497.11,N,Y,Y,N,N,Y,Large
2320940,Product C,Additional,1297.78,Y,N,Y,N,N,N,Large
2201882,Product B,New,1505.33,N,Y,Y,N,N,Y,Large
2167594,Product B,New,1990,N,N,Y,N,N,N,Medium
1199547,Product C,Additional,2286.09,Y,Y,Y,N,N,Y,Medium
2435251,Product A,Additional,1207.6,N,Y,Y,N,N,Y,Large
3506620,Product C,Additional,480.58,Y,N,Y,N,N,N,Large
3547892,Product C,Additional,710.08,Y,N,Y,N,N,N,Large
3396850,Product B,Additional,1695.71,N,N,Y,N,N,N,Medium
2485865,Product B,New,819.65,N,Y,Y,N,Y,Y,Large
4048822,Product B,Additional,522.3,N,Y,Y,N,N,Y,Large
2737617,Product B,Additional,521.31,N,Y,Y,N,N,Y,Large
2173903,Product C,Additional,1301.63,Y,Y,Y,N,N,Y,Large
3232639,Product A,New,2603.37,Y,Y,Y,N,N,Y,Medium
2185795,Product B,New,466.6,Y,N,Y,N,N,N,Large
2238124,Product B,Additional,944.75,Y,N,Y,N,N,N,Large
3466243,Product B,Additional,800.5,N,Y,Y,N,N,Y,Large
3444495,Product A,Additional,690,N,Y,Y,N,N,Y,Large
3157501,Product B,New,896.13,N,Y,Y,N,N,N,Small-Medium
3342289,Product B,Additional,592.43,Y,N,Y,N,N,N,Large
3428794,Product B,Additional,675.6,N,Y,Y,N,N,N,Large
2699584,Product B,Additional,1657.6,Y,N,Y,N,N,N,Medium
2187552,Product B,New,1233.25,Y,N,Y,N,N,N,Medium
2192790,Product A,New,1308,N,Y,Y,N,N,Y,Large
2625697,Product A,Additional,600,N,Y,Y,N,N,Y,Large
2862690,Product C,New,1294,Y,N,Y,N,N,N,Large
3812874,Product B,New,432.2,Y,N,Y,N,N,N,Large
4131845,Product A,New,989.08,Y,N,Y,N,N,N,Medium
3038101,Product C,Additional,807.32,Y,Y,Y,N,N,Y,Large
3946229,Product B,Additional,2390.4,Y,N,Y,N,N,N,Medium
2974147,Product B,New,375,N,Y,Y,Y,N,Y,Large
2919459,Product A,Additional,805.56,Y,N,Y,N,N,N,Large
1272526,Product C,Additional,2286.09,Y,Y,Y,N,N,Y,Medium
4138012,Product D,New,1862.7,N,N,Y,N,N,N,Small
2125709,Product B,New,3160.88,N,Y,N,N,N,N,Medium
3119512,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3507156,Product B,Additional,850,Y,Y,Y,N,N,Y,Large
3554052,Product B,New,3330.75,Y,N,Y,N,N,N,Medium
3075268,Product B,New,2133.98,N,Y,Y,N,N,N,Small-Medium
2358459,Product B,Additional,770.39,N,Y,Y,N,N,Y,Large
2197347,Product B,Additional,895,N,Y,Y,N,N,Y,Large
2306764,Product B,New,620.69,N,Y,Y,N,N,Y,Large
2479357,Product A,Additional,1420.5,N,N,Y,N,N,N,Medium
2187374,Product C,Additional,407.98,Y,Y,Y,N,N,Y,Large
3240654,Product D,Additional,400,Y,N,Y,Y,N,N,Large
3677111,Product C,Additional,1823.89,Y,N,Y,Y,Y,N,Medium
2335876,Product A,New,562.26,N,Y,Y,N,N,Y,Large
1712949,Product B,New,919.03,N,Y,N,N,N,N,Large
2321278,Product A,New,1328.8,N,Y,Y,N,N,N,Large
2202250,Product C,Additional,1717.49,Y,Y,Y,N,N,Y,Large
2172174,Product B,New,1315.05,N,Y,Y,N,N,Y,Large
1445157,Product B,New,375,Y,N,Y,N,N,N,Large
2442289,Product A,Additional,2848,Y,N,Y,N,N,N,Medium
1196621,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2552861,Product C,Additional,462.62,Y,Y,Y,N,N,Y,Large
3625501,Product C,Additional,2004.34,Y,Y,Y,N,N,Y,Large
1196664,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2747895,Product A,New,1471,Y,N,Y,N,N,N,Medium
3075628,Product B,Additional,1276,Y,N,Y,N,N,N,Medium
3234476,Product A,New,685.4,Y,N,Y,N,N,N,Large
2196255,Product B,Additional,2110.18,Y,N,Y,N,N,N,Medium
2263193,Product C,Additional,683.48,Y,N,Y,N,N,N,Large
3448550,Product B,New,700,Y,N,Y,N,N,N,Medium
3208725,Product A,New,3325.31,N,Y,Y,N,N,N,Medium
3440410,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
1813580,Product B,New,1298.21,N,Y,Y,N,N,N,Small-Medium
2058857,Product A,New,1805.5,N,N,Y,N,N,N,Small
2192132,Product A,New,974.4,N,Y,Y,N,N,Y,Large
2197567,Product B,New,410.6,Y,N,Y,N,N,N,Large
2895304,Product C,Additional,775.36,Y,Y,Y,N,N,Y,Large
2866612,Product B,Additional,575,N,Y,Y,N,Y,Y,Large
3829253,Product C,Additional,968,Y,Y,Y,N,Y,Y,Large
2750129,Product B,Additional,375,N,Y,Y,N,N,N,Large
4255328,Product B,Additional,570,Y,N,N,Y,N,N,Medium
3285745,Product B,Additional,375,Y,N,Y,N,N,N,Large
2186935,Product B,New,755.25,Y,N,Y,N,N,N,Medium
3557754,Product B,Additional,846.75,Y,N,N,N,N,N,Large
2786062,Product C,Additional,749.19,Y,N,Y,N,N,N,Large
1848820,Product D,Additional,1524.6,N,Y,Y,N,Y,Y,Medium
3507174,Product B,Additional,683,Y,Y,Y,N,N,Y,Large
3076346,Product C,New,495,Y,Y,Y,N,N,Y,Large
3087344,Product D,New,1992,Y,N,N,N,N,N,Medium
3716387,Product B,Additional,682.22,N,Y,Y,N,N,Y,Large
2366100,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2200983,Product B,Additional,1667.37,N,Y,Y,N,N,Y,Large
2306961,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
2509857,Product C,Additional,419.75,Y,Y,Y,N,N,Y,Large
2192138,Product A,New,508,N,Y,Y,N,N,Y,Large
2219634,Product A,New,403.08,Y,N,Y,N,N,N,Large
3680801,Product B,Additional,1048.85,N,Y,Y,N,N,Y,Large
2335889,Product A,New,562.26,Y,Y,Y,N,N,Y,Large
2814636,Product B,New,1313.33,N,Y,Y,N,N,Y,Large
3116593,Product C,Additional,1017.8,Y,Y,Y,N,N,Y,Large
2429328,Product B,New,756.2,Y,N,Y,N,N,N,Medium
1440453,Product B,New,375,Y,N,Y,N,N,N,Large
1197169,Product C,New,495,Y,Y,Y,N,N,Y,Large
2003295,Product B,New,783.31,N,Y,Y,N,N,Y,Large
2429834,Product A,New,1920,Y,N,Y,N,N,N,Medium
2552884,Product C,Additional,1243.57,Y,Y,Y,N,N,Y,Large
2598028,Product B,Additional,774.6,N,Y,N,N,N,Y,Large
1196868,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2749717,Product A,New,568,Y,N,Y,N,N,N,Large
3017403,Product B,New,3468.1,Y,N,Y,N,N,N,Medium
2340277,Product B,New,908.26,Y,Y,Y,N,N,Y,Large
2220446,Product B,Additional,1816.68,Y,Y,Y,N,N,N,Large
2267612,Product A,New,765.12,N,Y,Y,N,N,Y,Large
2792249,Product A,Additional,399.96,Y,N,Y,N,N,N,Medium
2767865,Product B,Additional,698,Y,N,Y,N,N,N,Large
1187412,Product C,New,3647.61,Y,N,Y,N,Y,N,Medium
2407410,Product B,Additional,375,N,Y,Y,N,N,Y,Large
3346611,Product B,New,509,Y,N,Y,N,N,N,Large
3448415,Product B,New,795.52,Y,Y,Y,N,N,Y,Large
1818373,Product C,New,999,Y,Y,Y,N,N,Y,Large
2061682,Product D,New,1195.32,N,Y,Y,N,N,Y,Large
2192144,Product A,New,960.44,N,Y,Y,N,N,Y,Large
2197580,Product B,Additional,495,N,Y,Y,N,N,Y,Large
2925338,Product B,New,829.98,N,Y,Y,N,N,N,Medium
2866962,Product A,New,175,Y,N,Y,N,N,N,Large
1924903,Product B,New,374.71,Y,N,Y,N,N,N,Large
2786322,Product C,Additional,715.34,Y,Y,Y,Y,Y,Y,Large
3749022,Product B,New,586.5,Y,N,Y,N,N,N,Large
3301119,Product A,New,2046.36,Y,Y,Y,N,N,Y,Large
3584045,Product B,New,375,Y,Y,Y,N,Y,Y,Large
3049363,Product B,Additional,733.95,Y,Y,Y,N,N,Y,Large
2206569,Product B,New,972.8,N,Y,Y,Y,N,Y,Large
3563632,Product A,Additional,1740.81,N,Y,Y,N,N,Y,Medium
2397872,Product B,Additional,3034.38,Y,Y,Y,N,N,N,Medium
3371615,Product C,New,1398.97,Y,Y,Y,N,N,Y,Large
3124479,Product C,New,972.94,Y,N,Y,N,N,N,Large
3514418,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2097830,Product B,New,375,N,N,Y,N,N,N,Large
3080674,Product B,Additional,1655.85,N,Y,Y,N,N,Y,Large
3092297,Product D,Additional,1425,Y,N,Y,N,N,N,Medium
3749554,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2220461,Product D,New,658.06,Y,N,Y,Y,N,N,Large
2406422,Product B,New,1479.28,Y,Y,Y,N,N,N,Medium
2005069,Product A,New,586.5,N,N,Y,N,N,N,Large
2224972,Product C,New,1761.55,Y,Y,Y,N,Y,Y,Large
3680805,Product B,Additional,1342.2,Y,Y,Y,N,N,Y,Medium
3125349,Product B,Additional,707.8,N,Y,Y,N,N,Y,Large
3039426,Product B,Additional,2571.06,N,N,N,N,N,N,Small
2434660,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1444097,Product B,New,375,Y,N,Y,N,N,N,Large
2125896,Product C,New,1392.69,Y,N,Y,N,Y,N,Large
2162775,Product B,New,375,N,Y,Y,N,N,Y,Large
2478470,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2479431,Product B,Additional,663.98,Y,N,Y,N,N,N,Large
2621382,Product B,New,375,N,Y,Y,N,N,Y,Large
2429776,Product A,Additional,3113.28,N,Y,Y,N,N,N,Medium
3626593,Product B,New,599,Y,N,Y,N,N,N,Large
3069767,Product B,Additional,580,N,Y,Y,N,N,N,Large
2192531,Product B,New,348,Y,N,Y,N,N,N,Large
2792291,Product B,New,375,Y,N,Y,N,N,N,Large
2956567,Product B,Additional,646.53,Y,N,N,N,N,N,Large
2429299,Product A,New,344.2,Y,N,Y,N,N,N,Medium
3354463,Product D,New,438.29,Y,N,Y,N,N,N,Medium
4137177,Product A,Additional,639,Y,N,Y,N,N,N,Large
3017252,Product A,Additional,909.53,N,Y,N,N,N,Y,Large
2061739,Product C,New,1310.33,Y,N,Y,N,N,N,Medium
2710816,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2192228,Product B,Additional,256.64,Y,N,Y,N,N,N,Large
3374324,Product B,Additional,1457.58,Y,N,N,N,N,N,Large
3677137,Product B,New,515,Y,Y,Y,N,N,Y,Large
2335826,Product A,New,2975.27,Y,Y,Y,N,N,Y,Medium
2774278,Product D,Additional,1412.93,N,Y,Y,N,N,Y,Large
3772321,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3346572,Product B,New,306.23,N,N,Y,N,N,N,Large
3305686,Product A,New,840,Y,N,Y,N,N,N,Medium
2807980,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3069811,Product B,New,930.6,N,Y,Y,N,N,Y,Large
2219554,Product B,Additional,1304.05,Y,N,Y,N,N,N,Medium
3564592,Product A,Additional,690,Y,Y,Y,N,N,Y,Large
2403267,Product A,Additional,401.25,N,Y,Y,N,N,Y,Large
3377607,Product C,Additional,999,Y,Y,Y,N,N,Y,Large
3124488,Product B,New,842.5,N,N,Y,N,N,N,Medium
3544469,Product B,Additional,375,Y,N,Y,N,N,N,Large
3081430,Product B,Additional,558.35,Y,N,Y,N,N,N,Large
3854483,Product B,New,513.95,Y,Y,Y,N,N,Y,Large
3754388,Product C,Additional,1035.01,Y,Y,N,N,N,Y,Large
2234294,Product C,Additional,1121.42,Y,Y,Y,N,N,Y,Large
2429244,Product B,Additional,1708.36,N,Y,Y,N,N,Y,Medium
1933149,Product B,Additional,798.71,N,Y,N,N,N,Y,Large
2225642,Product B,Additional,924.68,Y,N,Y,N,N,N,Medium
1327131,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
2197570,Product B,New,1181.45,Y,Y,Y,N,N,Y,Large
3044509,Product C,Additional,520.9,Y,Y,Y,N,N,Y,Large
2439654,Product B,Additional,708.1,Y,N,Y,N,N,N,Large
1445097,Product B,New,375,N,Y,Y,N,N,Y,Large
3433213,Product B,Additional,627.45,N,Y,Y,N,N,Y,Large
2171609,Product B,New,375,N,Y,Y,N,N,Y,Large
1440559,Product B,New,375,N,N,Y,N,N,N,Large
2504571,Product B,New,574.3,Y,Y,Y,N,N,Y,Large
3428817,Product A,New,180,N,N,Y,N,N,N,Small
1606946,Product C,Additional,1051.42,Y,Y,Y,N,Y,Y,Large
3630004,Product B,New,1277.4,N,N,Y,N,N,N,Medium
2884067,Product B,New,1344.02,N,Y,Y,N,N,Y,Large
1445993,Product B,New,375,Y,N,Y,N,N,N,Large
3120008,Product C,Additional,1973.93,Y,N,Y,N,N,N,Medium
3661236,Product C,Additional,419.75,Y,Y,Y,N,N,Y,Large
2518948,Product A,New,1361.1,N,Y,Y,Y,N,Y,Large
2814003,Product B,New,737,N,Y,Y,N,Y,Y,Large
2962411,Product C,Additional,549.85,Y,N,Y,N,Y,N,Large
1713768,Product B,New,1066,N,Y,Y,N,N,N,Medium
3364451,Product A,Additional,480,N,Y,Y,N,N,Y,Large
2767870,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
2207759,Product A,Additional,1010.47,N,Y,Y,N,N,Y,Large
3410270,Product A,Additional,355,N,Y,Y,Y,N,Y,Large
2780040,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1196742,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2812088,Product B,New,1173.2,Y,N,Y,N,N,N,Medium
3080392,Product C,Additional,779.48,Y,Y,Y,N,N,Y,Large
4095621,Product B,Additional,375,N,N,Y,N,N,N,Large
3585137,Product D,Additional,373.24,Y,N,Y,N,Y,N,Large
2422484,Product B,Additional,777.62,N,Y,Y,N,N,Y,Large
2575993,Product B,New,558.35,Y,N,N,N,N,N,Large
1539740,Product B,New,550.14,Y,N,Y,N,N,N,Large
3854431,Product A,New,785,Y,N,Y,N,N,N,Large
2670763,Product D,Additional,728.8,N,Y,Y,N,N,Y,Large
3082677,Product A,New,985,Y,N,Y,N,N,N,Large
3855613,Product B,Additional,469.2,Y,N,Y,N,N,N,Large
2407413,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2592717,Product A,Additional,1213.55,N,Y,N,N,Y,Y,Large
2366085,Product A,New,1405.72,N,N,Y,N,N,N,Medium
2463264,Product C,Additional,1816.05,Y,Y,Y,N,N,Y,Large
1954043,Product A,New,2433.13,N,Y,Y,N,N,Y,Medium
2792290,Product A,New,678.61,N,Y,Y,N,N,Y,Large
2614542,Product C,Additional,2322.74,Y,Y,Y,N,Y,Y,Large
3433164,Product B,New,375,N,N,Y,N,N,N,Large
3131699,Product B,Additional,833.5,Y,N,Y,N,N,N,Large
2445990,Product B,New,680.44,N,Y,Y,N,N,N,Small-Medium
1101188,Product A,Additional,787.74,N,Y,Y,N,N,Y,Large
2161768,Product B,Additional,12578.39,N,N,Y,N,N,N,Small
3355294,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1445615,Product B,New,375,Y,N,Y,N,N,N,Large
3563608,Product B,Additional,4945.97,Y,Y,Y,N,N,N,Medium
2710983,Product D,New,1992,Y,N,Y,N,N,N,Medium
1613972,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2434684,Product B,Additional,750.3,Y,N,N,N,N,N,Large
3630898,Product A,Additional,1561.31,Y,Y,Y,N,N,Y,Large
2887733,Product A,New,710,N,Y,Y,N,N,Y,Large
3951534,Product C,Additional,736.09,Y,Y,Y,Y,N,Y,Large
1478183,Product C,New,1831.77,Y,Y,Y,N,N,Y,Medium
3131025,Product B,Additional,872.5,N,Y,Y,Y,N,Y,Large
2368975,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2107020,Product A,New,1146.7,Y,N,N,N,N,N,Large
2830393,Product A,Additional,1317.95,N,Y,Y,N,N,Y,Large
2967608,Product B,Additional,2237.98,Y,N,Y,N,N,N,Medium
3039425,Product B,Additional,2680.03,N,N,N,N,N,N,Small
2774015,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2220474,Product C,Additional,1791.15,Y,Y,Y,Y,N,Y,Medium
2973817,Product A,New,540,N,Y,Y,N,N,Y,Large
2157911,Product B,New,643.6,N,Y,Y,N,N,Y,Large
2403308,Product B,Additional,1203.23,N,Y,Y,N,N,N,Small-Medium
2791248,Product B,Additional,695.8,Y,N,Y,N,N,N,Large
1196690,Product C,New,495,Y,Y,Y,N,N,Y,Large
1811377,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
3351182,Product B,Additional,464,Y,N,Y,N,N,N,Large
3080614,Product B,New,705,N,Y,Y,N,Y,Y,Large
2995364,Product B,Additional,896.65,N,Y,N,N,N,Y,Large
2422987,Product A,Additional,2166.48,Y,N,Y,N,N,N,Medium
2581495,Product C,New,975.88,Y,N,Y,N,N,N,Medium
3715403,Product B,Additional,1069.78,Y,N,N,N,N,N,Medium
3871210,Product A,New,1001.62,Y,N,Y,N,N,N,Medium
2692098,Product A,New,476.57,N,Y,Y,N,N,Y,Large
3092274,Product B,New,478,Y,N,Y,N,N,N,Large
1443685,Product B,New,375,Y,N,Y,N,N,N,Large
2370362,Product B,New,1702.6,Y,N,Y,N,N,N,Medium
2468138,Product A,Additional,2122.87,Y,N,Y,N,N,N,Medium
1812276,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2807876,Product B,Additional,385.48,N,Y,Y,N,N,N,Large
3434537,Product C,New,875.38,Y,Y,N,Y,N,Y,Large
1849233,Product D,Additional,1176.47,N,Y,Y,N,N,Y,Large
2192135,Product A,New,942.2,N,Y,Y,N,N,Y,Large
2697086,Product B,New,375,Y,N,Y,N,N,N,Large
1196634,Product C,New,495,Y,Y,Y,N,N,Y,Large
2830132,Product B,Additional,933.89,N,Y,Y,N,N,Y,Large
2121520,Product B,Additional,510.6,N,Y,Y,N,N,Y,Large
2715866,Product B,Additional,2133.45,Y,Y,Y,N,N,Y,Medium
1759166,Product A,New,1481.18,N,Y,Y,N,N,Y,Medium
1048047,Product C,New,1017.43,Y,Y,Y,N,Y,Y,Large
3631220,Product B,Additional,2199.7,N,Y,Y,N,N,Y,Large
2898659,Product A,New,2204.1,Y,N,Y,N,N,N,Medium
2995262,Product B,Additional,746.39,Y,N,Y,N,N,N,Large
2391477,Product B,Additional,2218.38,N,Y,Y,N,N,Y,Medium
2536718,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2830592,Product B,New,2909.55,N,Y,Y,N,N,N,Medium
1371462,Product C,New,2126.59,Y,Y,Y,Y,Y,Y,Medium
2995457,Product C,Additional,458.57,Y,N,Y,N,N,N,Large
1947994,Product B,Additional,1407.5,Y,N,Y,N,N,N,Medium
3743623,Product B,Additional,1003.74,Y,Y,Y,N,N,Y,Medium
3045555,Product B,Additional,1180,N,Y,Y,N,N,Y,Medium
3564734,Product C,Additional,2942.57,Y,N,Y,N,N,N,Medium
1444084,Product B,New,375,Y,N,Y,N,N,N,Large
2223366,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2995278,Product B,New,892.47,Y,Y,Y,N,N,Y,Large
3776741,Product B,Additional,1184.5,N,Y,Y,N,N,Y,Large
2792278,Product D,New,1992,N,Y,Y,N,Y,Y,Medium
1196896,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2363788,Product B,Additional,738.4,N,Y,Y,N,N,Y,Large
2817963,Product B,Additional,761.01,N,Y,Y,N,N,Y,Large
3070500,Product C,New,397.49,Y,Y,Y,N,Y,N,Small-Medium
2996239,Product A,New,682.47,N,N,Y,N,N,N,Medium
2614810,Product A,New,1067.14,N,Y,Y,N,Y,Y,Medium
3736092,Product B,Additional,1591.92,N,Y,Y,Y,N,Y,Large
1879342,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
3277473,Product B,Additional,531.73,N,Y,Y,N,N,Y,Large
3113437,Product B,Additional,717.48,N,Y,Y,Y,N,Y,Large
2780894,Product C,Additional,2132.49,Y,N,Y,N,N,N,Medium
2619657,Product B,New,3681.4,N,N,Y,N,N,N,Small
2402467,Product B,New,1150,N,N,Y,N,N,N,Medium
2994030,Product B,New,270.14,N,Y,Y,N,N,Y,Large
3557783,Product A,Additional,1500,Y,N,Y,N,N,N,Medium
3632240,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3486970,Product B,New,1053.93,Y,N,Y,N,N,N,Medium
2665378,Product B,New,882.4,N,Y,Y,N,N,Y,Large
2702323,Product A,New,866.5,Y,N,Y,N,N,N,Medium
1196642,Product C,New,495,Y,Y,Y,N,N,Y,Large
2844845,Product B,Additional,3033.91,Y,Y,Y,N,N,Y,Medium
2158394,Product C,Additional,2286.09,Y,Y,Y,N,N,Y,Medium
2192736,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
2716379,Product A,Additional,587.75,Y,N,Y,N,N,N,Large
3703996,Product B,New,522.8,Y,N,N,N,N,N,Medium
1121834,Product C,New,2409.8,Y,Y,Y,N,Y,Y,Large
3638209,Product C,New,1710.6,Y,Y,Y,N,N,Y,Medium
2920956,Product B,New,650.56,Y,N,Y,N,N,N,Large
3069838,Product B,New,599.4,N,Y,Y,N,N,Y,Large
1991246,Product B,New,368.38,N,Y,Y,N,N,Y,Large
1439885,Product B,New,375,Y,N,Y,N,N,N,Large
2540869,Product C,Additional,773.08,Y,N,N,N,N,N,Large
2845065,Product A,Additional,682.49,N,Y,Y,N,N,Y,Large
3337699,Product A,Additional,1682.3,N,Y,Y,N,N,Y,Medium
2185762,Product C,New,964.19,Y,Y,Y,N,N,Y,Large
3302998,Product C,Additional,462.62,Y,Y,Y,N,N,Y,Large
1445619,Product B,New,375,Y,N,Y,N,N,N,Large
3344272,Product B,Additional,989.3,Y,N,Y,N,N,N,Medium
2224304,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2995629,Product B,New,785,N,Y,Y,N,N,Y,Large
3794216,Product C,Additional,1525.42,Y,Y,Y,N,N,Y,Large
2806524,Product D,New,844.22,Y,N,Y,N,N,N,Medium
1197186,Product C,New,495,Y,Y,Y,N,N,Y,Large
2391443,Product B,Additional,1000.3,Y,N,Y,N,N,N,Large
2819054,Product B,New,625.75,Y,N,Y,N,N,N,Large
2619655,Product B,New,3681.4,N,N,Y,N,N,N,Small
2973219,Product B,New,450,N,N,Y,N,N,N,Large
3771579,Product B,Additional,509,N,Y,Y,N,N,N,Large
3740691,Product B,New,1200.79,N,Y,Y,N,N,Y,Large
1884962,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
1165718,Product C,Additional,2711.34,Y,Y,Y,N,N,N,Medium
3277502,Product B,New,1558.15,N,N,Y,N,N,N,Medium
1999067,Product A,Additional,770.98,N,Y,Y,N,N,Y,Large
2806532,Product B,Additional,952.02,N,Y,Y,N,Y,Y,Large
2440115,Product B,Additional,473.85,N,Y,Y,N,N,Y,Large
2403524,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1445632,Product B,New,375,Y,N,Y,N,N,N,Large
4137958,Product B,Additional,1109,N,Y,Y,N,N,Y,Medium
2034490,Product B,New,324.89,N,Y,Y,N,N,Y,Large
3911659,Product B,Additional,794.43,N,Y,Y,Y,N,Y,Large
1953160,Product B,New,1390.57,N,Y,Y,N,N,Y,Large
2666030,Product B,New,1282.07,N,Y,Y,N,N,Y,Large
1362968,Product D,New,1203.94,N,Y,Y,N,Y,Y,Large
3985878,Product C,Additional,893.25,Y,N,Y,N,N,N,Large
2855630,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3392965,Product B,Additional,695.15,Y,N,Y,N,N,N,Large
2201855,Product C,Additional,1850,Y,Y,Y,N,Y,Y,Large
3585608,Product B,Additional,599.4,Y,Y,Y,N,N,Y,Large
2736805,Product D,Additional,2095.64,Y,Y,Y,N,N,Y,Large
3705915,Product C,Additional,540.8,Y,N,Y,Y,N,N,Medium
3640602,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2157098,Product C,Additional,1554.89,Y,Y,Y,N,N,Y,Large
1440147,Product B,New,375,Y,N,Y,N,N,N,Large
3735809,Product B,Additional,698,Y,N,Y,N,N,N,Large
2301260,Product C,Additional,1647.05,Y,Y,Y,N,N,Y,Large
2862003,Product C,Additional,1638.24,Y,Y,Y,N,N,Y,Large
2407397,Product B,Additional,375,N,Y,Y,N,N,Y,Large
1745841,Product D,New,2005.22,N,Y,Y,N,N,Y,Medium
2187095,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
4063119,Product D,New,1895.01,Y,N,Y,N,N,N,Medium
2340249,Product B,New,674.55,N,Y,Y,N,N,Y,Large
3729630,Product A,Additional,600,Y,N,Y,Y,N,N,Medium
4015681,Product B,Additional,2581.6,N,Y,Y,N,N,N,Medium
3812849,Product D,New,1068,N,N,Y,N,N,N,Medium
2806803,Product B,Additional,761,N,Y,Y,Y,N,Y,Large
1198783,Product C,New,495,Y,Y,Y,N,N,Y,Large
2395699,Product A,Additional,925.71,N,Y,Y,N,N,Y,Large
2845058,Product B,Additional,879.13,N,Y,Y,N,N,Y,Large
3092262,Product B,New,478,Y,N,Y,N,N,N,Large
2829786,Product B,Additional,801.69,Y,Y,Y,N,N,Y,Large
2990295,Product C,New,379.3,Y,Y,Y,N,N,N,Small-Medium
2271963,Product B,New,469.2,Y,N,Y,N,N,N,Large
3301428,Product B,Additional,1625.36,Y,Y,Y,N,N,Y,Medium
2153194,Product A,New,1600,N,Y,Y,N,N,Y,Medium
2824772,Product C,New,2404.59,Y,Y,N,N,N,Y,Medium
1013417,Product D,New,1430.1,N,Y,Y,N,Y,Y,Large
4010218,Product B,Additional,1180.25,N,Y,Y,N,N,Y,Large
2619534,Product A,New,1281.09,N,Y,N,N,N,Y,Large
3313037,Product B,New,488.84,Y,N,Y,N,N,N,Large
2961810,Product B,New,1190,N,N,Y,N,N,N,Medium
3507181,Product B,Additional,683,Y,Y,Y,N,N,Y,Large
1982069,Product C,New,1834.51,Y,Y,Y,N,N,Y,Large
2666198,Product B,New,1180,N,N,Y,N,N,N,Medium
3968298,Product D,Additional,685.64,Y,N,Y,N,N,N,Medium
2984203,Product C,Additional,910,Y,N,Y,N,N,N,Medium
2856865,Product A,New,561.48,Y,N,Y,N,N,N,Medium
3185737,Product A,Additional,1750,N,N,Y,N,N,N,Medium
2202116,Product B,Additional,375,N,N,Y,N,N,N,Large
3591767,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2710386,Product A,New,900,N,N,Y,N,N,N,Medium
